liker_index,indexed_at,hours_since_post,collected_at
251,2026-03-19 19:34:43.044000+00:00,0.26592916666666666,2026-06-10T11:00:20+00:00
252,2026-03-19 19:34:43.257000+00:00,0.2659883333333333,2026-06-10T11:00:20+00:00
253,2026-03-19 19:34:51.652000+00:00,0.2683202777777778,2026-06-10T11:00:20+00:00
254,2026-03-19 19:35:03.256000+00:00,0.27154361111111114,2026-06-10T11:00:20+00:00
255,2026-03-19 19:35:04.854000+00:00,0.2719875,2026-06-10T11:00:20+00:00
256,2026-03-19 19:35:08.166000+00:00,0.27290749999999997,2026-06-10T11:00:20+00:00
257,2026-03-19 19:35:09.701000+00:00,0.2733338888888889,2026-06-10T11:00:20+00:00
258,2026-03-19 19:35:09.779000+00:00,0.2733555555555556,2026-06-10T11:00:20+00:00
259,2026-03-19 19:35:13.604000+00:00,0.27441805555555554,2026-06-10T11:00:20+00:00
260,2026-03-19 19:35:15.125000+00:00,0.2748405555555556,2026-06-10T11:00:20+00:00
261,2026-03-19 19:35:16.664000+00:00,0.27526805555555556,2026-06-10T11:00:20+00:00
262,2026-03-19 19:35:20.493000+00:00,0.27633166666666664,2026-06-10T11:00:20+00:00
263,2026-03-19 19:35:22.473000+00:00,0.2768816666666667,2026-06-10T11:00:20+00:00
264,2026-03-19 19:35:27.239000+00:00,0.27820555555555554,2026-06-10T11:00:20+00:00
265,2026-03-19 19:35:29.362000+00:00,0.2787952777777778,2026-06-10T11:00:20+00:00
266,2026-03-19 19:35:31.158000+00:00,0.2792941666666667,2026-06-10T11:00:20+00:00
267,2026-03-19 19:35:35.288000+00:00,0.2804413888888889,2026-06-10T11:00:20+00:00
268,2026-03-19 19:35:37.758000+00:00,0.2811275,2026-06-10T11:00:20+00:00
269,2026-03-19 19:35:40.169000+00:00,0.28179722222222225,2026-06-10T11:00:20+00:00
270,2026-03-19 19:35:50.707000+00:00,0.28472444444444445,2026-06-10T11:00:20+00:00
271,2026-03-19 19:35:52.016000+00:00,0.28508805555555555,2026-06-10T11:00:20+00:00
272,2026-03-19 19:35:52.055000+00:00,0.2850988888888889,2026-06-10T11:00:20+00:00
273,2026-03-19 19:35:56.006000+00:00,0.2861963888888889,2026-06-10T11:00:20+00:00
274,2026-03-19 19:36:03.621000+00:00,0.2883116666666667,2026-06-10T11:00:20+00:00
275,2026-03-19 19:36:04.916000+00:00,0.28867138888888894,2026-06-10T11:00:20+00:00
276,2026-03-19 19:36:17.463000+00:00,0.2921566666666666,2026-06-10T11:00:20+00:00
277,2026-03-19 19:36:17.587000+00:00,0.29219111111111107,2026-06-10T11:00:20+00:00
278,2026-03-19 19:36:18.138000+00:00,0.2923441666666667,2026-06-10T11:00:20+00:00
279,2026-03-19 19:36:22.754000+00:00,0.2936263888888889,2026-06-10T11:00:20+00:00
280,2026-03-19 19:36:32.998000+00:00,0.2964719444444444,2026-06-10T11:00:20+00:00
281,2026-03-19 19:36:37.328000+00:00,0.2976747222222222,2026-06-10T11:00:20+00:00
282,2026-03-19 19:36:41.627000+00:00,0.2988688888888889,2026-06-10T11:00:20+00:00
283,2026-03-19 19:36:45.864000+00:00,0.30004583333333334,2026-06-10T11:00:20+00:00
284,2026-03-19 19:36:48.640000+00:00,0.30081694444444446,2026-06-10T11:00:20+00:00
285,2026-03-19 19:36:51.760000+00:00,0.3016836111111111,2026-06-10T11:00:20+00:00
286,2026-03-19 19:36:58.146000+00:00,0.3034575,2026-06-10T11:00:20+00:00
287,2026-03-19 19:37:03.806000+00:00,0.3050297222222222,2026-06-10T11:00:20+00:00
288,2026-03-19 19:37:05.759000+00:00,0.3055722222222222,2026-06-10T11:00:20+00:00
289,2026-03-19 19:37:06.927000+00:00,0.3058966666666667,2026-06-10T11:00:20+00:00
290,2026-03-19 19:37:11.967000+00:00,0.30729666666666666,2026-06-10T11:00:20+00:00
