term,coef,std_err,t,p_value
intercept,4.442241968557638,4.264231371328487,1.0417450606517378,0.2991520347759759
trend,0.6453998632946168,0.09815157675886327,6.5755424885350715,7.015936065598182e-10
level_shift,24.77328924721442,5.966029328639867,4.152391462155656,5.4155089148280364e-05
trend_change,-0.7899991664305324,0.1304974939809239,-6.053749710672715,1.025502644130751e-08
